before_id,after_id,iou,before_h_m,after_h_m,delta_m,class,area_m2,reason
1207,1207,1.0,16.03,16.03,0.0,INCONCLUSIVE,11.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
1206,1206,1.0,24.45,24.45,0.0,INCONCLUSIVE,11.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
1205,1205,1.0,21.71,21.71,0.0,INCONCLUSIVE,11.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.4 m here) -- damage cannot be ruled out at this precision"
1203,1203,1.0,5.67,5.67,0.0,INCONCLUSIVE,11.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
1202,1202,1.0,16.34,16.34,0.0,INCONCLUSIVE,11.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
1201,1201,1.0,19.37,19.37,0.0,INCONCLUSIVE,11.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.8 m here) -- damage cannot be ruled out at this precision"
1200,1200,1.0,24.53,24.53,0.0,INCONCLUSIVE,11.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
1199,1199,1.0,14.88,14.88,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
1198,1198,1.0,17.89,17.89,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.5 m here) -- damage cannot be ruled out at this precision"
1197,1197,1.0,12.43,12.43,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
1196,1196,1.0,10.03,10.03,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
1195,1195,1.0,16.73,16.73,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.2 m here) -- damage cannot be ruled out at this precision"
1194,1194,1.0,16.8,16.8,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.2 m here) -- damage cannot be ruled out at this precision"
1193,1193,1.0,20.73,20.73,0.0,INCONCLUSIVE,11.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.2 m here) -- damage cannot be ruled out at this precision"
1192,1192,1.0,16.21,16.21,0.0,INCONCLUSIVE,12.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
1187,1187,1.0,13.47,13.47,0.0,INCONCLUSIVE,12.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
1183,1183,1.0,15.91,15.91,0.0,INCONCLUSIVE,12.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
1181,1181,1.0,13.27,13.27,0.0,INCONCLUSIVE,12.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
1179,1179,1.0,11.99,11.99,0.0,INCONCLUSIVE,12.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
1178,1178,1.0,15.68,15.68,0.0,INCONCLUSIVE,12.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
1177,1177,1.0,19.5,19.5,0.0,INCONCLUSIVE,12.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
1176,1176,1.0,19.8,19.8,0.0,INCONCLUSIVE,12.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.0 m here) -- damage cannot be ruled out at this precision"
1172,1172,1.0,12.58,12.58,0.0,INCONCLUSIVE,12.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
1171,1171,1.0,19.62,19.62,0.0,INCONCLUSIVE,12.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
1168,1168,1.0,13.01,13.01,0.0,INCONCLUSIVE,12.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
1166,1166,1.0,11.79,11.79,0.0,INCONCLUSIVE,12.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
1165,1165,1.0,13.31,13.31,0.0,INCONCLUSIVE,12.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
1163,1163,1.0,25.43,25.43,0.0,INCONCLUSIVE,12.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.4 m here) -- damage cannot be ruled out at this precision"
1162,1162,1.0,20.09,20.09,0.0,INCONCLUSIVE,12.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.0 m here) -- damage cannot be ruled out at this precision"
1158,1158,1.0,11.47,11.47,0.0,INCONCLUSIVE,12.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
1154,1154,1.0,12.89,12.89,0.0,INCONCLUSIVE,12.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
1152,1152,1.0,23.94,23.94,0.0,INCONCLUSIVE,12.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.0 m here) -- damage cannot be ruled out at this precision"
1148,1148,1.0,12.2,12.2,0.0,INCONCLUSIVE,12.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
1147,1147,1.0,10.04,10.04,0.0,INCONCLUSIVE,12.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
1146,1146,1.0,13.04,13.04,0.0,INCONCLUSIVE,12.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
1145,1145,1.0,23.81,23.81,0.0,INCONCLUSIVE,12.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.0 m here) -- damage cannot be ruled out at this precision"
1141,1141,1.0,11.78,11.78,0.0,INCONCLUSIVE,12.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
1140,1140,1.0,11.82,11.82,0.0,INCONCLUSIVE,12.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
1139,1139,1.0,17.02,17.02,0.0,INCONCLUSIVE,12.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
1138,1138,1.0,12.13,12.13,0.0,INCONCLUSIVE,12.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
1137,1137,1.0,7.7,7.7,0.0,INCONCLUSIVE,12.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
1135,1135,1.0,24.43,24.43,0.0,INCONCLUSIVE,13.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
1134,1134,1.0,9.56,9.56,0.0,INCONCLUSIVE,13.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
1133,1133,1.0,24.22,24.22,0.0,INCONCLUSIVE,13.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
1132,1132,1.0,12.39,12.39,0.0,INCONCLUSIVE,13.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
1131,1131,1.0,19.76,19.76,0.0,INCONCLUSIVE,13.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.9 m here) -- damage cannot be ruled out at this precision"
1129,1129,1.0,12.29,12.29,0.0,INCONCLUSIVE,13.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
1125,1125,1.0,10.92,10.92,0.0,INCONCLUSIVE,13.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.7 m here) -- damage cannot be ruled out at this precision"
1124,1124,1.0,20.72,20.72,0.0,INCONCLUSIVE,13.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.2 m here) -- damage cannot be ruled out at this precision"
1123,1123,1.0,18.18,18.18,0.0,INCONCLUSIVE,13.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.5 m here) -- damage cannot be ruled out at this precision"
1121,1121,1.0,16.46,16.46,0.0,INCONCLUSIVE,13.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
1119,1119,1.0,21.84,21.84,0.0,INCONCLUSIVE,13.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.5 m here) -- damage cannot be ruled out at this precision"
1118,1118,1.0,16.28,16.28,0.0,INCONCLUSIVE,13.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
1117,1117,1.0,12.81,12.81,0.0,INCONCLUSIVE,13.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
1116,1116,1.0,13.72,13.72,0.0,INCONCLUSIVE,13.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
1113,1113,1.0,23.42,23.42,0.0,INCONCLUSIVE,13.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.9 m here) -- damage cannot be ruled out at this precision"
1112,1112,1.0,23.1,23.1,0.0,INCONCLUSIVE,13.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.8 m here) -- damage cannot be ruled out at this precision"
1111,1111,1.0,13.45,13.45,0.0,INCONCLUSIVE,13.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
1110,1110,1.0,13.52,13.52,0.0,INCONCLUSIVE,13.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
1106,1106,1.0,12.7,12.7,0.0,INCONCLUSIVE,13.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
1104,1104,1.0,12.8,12.8,0.0,INCONCLUSIVE,13.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
1102,1102,1.0,13.97,13.97,0.0,INCONCLUSIVE,13.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
1100,1100,1.0,12.69,12.69,0.0,INCONCLUSIVE,13.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
1099,1099,1.0,15.79,15.79,0.0,INCONCLUSIVE,13.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
1096,1096,1.0,9.83,9.83,0.0,INCONCLUSIVE,13.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
1093,1093,1.0,14.5,14.5,0.0,INCONCLUSIVE,13.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
1092,1092,1.0,12.32,12.32,0.0,INCONCLUSIVE,13.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
1090,1090,1.0,9.84,9.84,0.0,INCONCLUSIVE,14.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
1089,1089,1.0,16.36,16.36,0.0,INCONCLUSIVE,14.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
1088,1088,1.0,10.13,10.13,0.0,INCONCLUSIVE,14.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
1087,1087,1.0,23.34,23.34,0.0,INCONCLUSIVE,14.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.8 m here) -- damage cannot be ruled out at this precision"
1084,1084,1.0,9.68,9.68,0.0,INCONCLUSIVE,14.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
1080,1080,1.0,24.36,24.36,0.0,INCONCLUSIVE,14.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.1 m here) -- damage cannot be ruled out at this precision"
1079,1079,1.0,19.01,19.01,0.0,INCONCLUSIVE,14.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.8 m here) -- damage cannot be ruled out at this precision"
1078,1078,1.0,7.33,7.33,0.0,INCONCLUSIVE,14.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
1076,1076,1.0,12.82,12.82,0.0,INCONCLUSIVE,14.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
1075,1075,1.0,25.46,25.46,0.0,INCONCLUSIVE,14.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.4 m here) -- damage cannot be ruled out at this precision"
1073,1073,1.0,15.9,15.9,0.0,INCONCLUSIVE,14.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
1072,1072,1.0,8.05,8.05,0.0,INCONCLUSIVE,14.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
1070,1070,1.0,8.22,8.22,0.0,INCONCLUSIVE,14.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
1068,1068,1.0,15.16,15.16,0.0,INCONCLUSIVE,14.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
1067,1067,1.0,17.28,17.28,0.0,INCONCLUSIVE,14.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
1066,1066,1.0,20.27,20.27,0.0,INCONCLUSIVE,14.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
1065,1065,1.0,17.24,17.24,0.0,INCONCLUSIVE,14.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.3 m here) -- damage cannot be ruled out at this precision"
1063,1063,1.0,14.33,14.33,0.0,INCONCLUSIVE,14.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
